
MR SINGH:  Yes. 
ADV SELEKA SC:  And you just do not recall when was that? 
MR SINGH:  Hm. 
ADV SELEKA SC:  So you knew Mr Essa towards, by ... ortowards or by the end of 2014 you knew Mr Essa? 
MR SINGH:  Mr Chair, I think I said that it was probably in 13, 2014. 
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Well, I think you said 2012, 2013. 
MR SINGH:  Ja.  2012, 2013 there.  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  And I thought you also said once or twice, is that right?   
ADV SELEKA SC:  So ...[intervenes]  
CHAIRPERSON:  But you have agreed when Mr Seleka says on a couple of occasions.  So that seems to me to make it more than once or twice, but maybe not really, but you it is once or twice.  
MR SINGH:  Yes, Mr Chair. 
CHAIRPERSON:  And around 2012, 2013 ...[intervenes]  
MR SINGH:  That is correct, yes.  
CHAIRPERSON:  And not 2014.  
MR SINGH:  No. 
CHAIRPERSON:  Okay. 
ADV SELEKA SC:  So this is the man you would recognise if he was on the same flight with you or on the same bus or train or car? 
CHAIRPERSON:  Train could be very long.  If you are in the same ...[intervenes] 
ADV SELEKA SC:  Ja.  
CHAIRPERSON:  Coach. 
ADV SELEKA SC:  Shaft, yes.  
CHAIRPERSON:  Ja.  
ADV SELEKA SC:  You would recognise ...[intervenes] 
CHAIRPERSON:  Well, the question is whether based on the fact that in 2012, 2013 you had met him once or twice, whether in 2014 if you met him in the same flight on which you were travelling you would recognise him? 
MR SINGH:  Mr Chair, I think I would have recognised him, but I did not meet him on the flight. 
CHAIRPERSON:  You did not see him on the occasion. 
MR SINGH:  No. 
CHAIRPERSON:  No.  
ADV SELEKA SC:  So let us then go to paragraph 22.4 of
Ms Suleiman’s affidavit.  Eskom Bundle 18, bracket C:“A booking was requested for Mr Singh to fly from Johannesburg on 23 February 2015 to Dubai and back to Johannesburg on 26 February 2015.” 
CHAIRPERSON:  You were frequent in Dubai, Mr Singh in 14, early 2015.  Yes, continue Mr Seleka.  
ADV SELEKA SC:  I, where was I? 
CHAIRPERSON:  22.4. 
ADV SELEKA SC:  Yes:“I cannot recall who made the request.  Mr Singh was issued with ticket number 1959734196, see SS13.  The total cost was R31 000-00 which was charged to Mr Essa’s account, SS14.From my recollection Ireceived a call from Mr Singh who informed me that a driver would be dropping off cash to settle the account.  As per Mr Singh’s advice a driver dropped off the cash to myself, which was deposited with reference Essa on 6 March 15.  See SS15.  The reason the deposit reference reflects S Essa was because the amount was used to settle Mr Essa’s account.  I also attach hereto the receipt issued, dated 6 March 2015.  See SS16.”Again Mr Singh, the trip between those dates, 23 February 2015 to 26 February 2015, do you confirm it from Johannesburg to Dubai? 
MR SINGH:  I confirm that.  
ADV SELEKA SC:   You confirm. 
CHAIRPERSON:  So you confirm that on 23 February 2015 you flew from Johannesburg to Dubai and on 26 February 15 flew back from Dubai to Johannesburg.  Okay, and who had requested Ms Suleiman to make the booking? 
MR SINGH:  Mr Chair that would have been me.
CHAIRPERSON:  Sorry? 
MR SINGH:  I did.  
CHAIRPERSON:  You did?  Okay.  Continue Mr Seleka.  
ADV SELEKA SC:  Yes, and you also confirm the facts regarding payment, you calling her saying the driver wouldcome to drop off the cash?   
MR SINGH:  As I have said in the previous response, I am not too sure about this part, but at the end of the day I paid for the trips, yes.  
CHAIRPERSON:  Yes, you cannot remember whether you sent a driver. 
MR SINGH:  Yes.  
CHAIRPERSON:  But you made the payment.  
MR SINGH:  Yes.  
CHAIRPERSON:  And can you recall whether it was in cashor you say it might have been cash, it might have been in some other way? 
MR SINGH:  Some other form. 
CHAIRPERSON:  Yes.  
MR SINGH:  But as I said we will look into it.  
CHAIRPERSON:  Yes, and do you make any ... do you take issue with the amount? 
MR SINGH:  Mr Chair, we will have to go to the ...[intervenes] 
CHAIRPERSON:  We would have to go there. 
MR SINGH:  Back to the ...[intervenes]  
CHAIRPERSON:  But if you say more or less, it is fine.  I do not know if we need to go there, because you may be making the same points that you have made in regard to the others, but if you make a different point, that isdifferent.  
MR SINGH:  Well Mr Chair, just two things.  
CHAIRPERSON:  You want us to go there? 
MR SINGH:  If we can go to SS14. 
CHAIRPERSON:  Ja, okay.  
MR SINGH:  Which is 1565.   
CHAIRPERSON:  SS14, what is the page, 1565?   
MR SINGH:  1565, 24.25. 
CHAIRPERSON:  Okay, I am there.  
MR SINGH:  The first one Mr Chair is if you look at MsSuleiman’s statement, she says that I was scheduled to fly on the 23 and return on the 26 t h, per paragraph 22.4.   
CHAIRPERSON:  Yes.  
MR SINGH:  However, should you go to 1565.25. 
CHAIRPERSON:  Yes.  
MR SINGH:  You see that there is a return date of the 1 s t of March. 
CHAIRPERSON:  Yes, yes, yes.  
MR SINGH:  So the statement obviously is incorrect in terms of the return date of the 26 t h, it should be the 1 s t ofMarch if the invoice is correct. 
CHAIRPERSON:  Ja. 
MR SINGH:  Then you will see Mr Chair, if you look at the first column, the airport tax column and the total column.  If you take the EFA and you add it to the airport taxeswhich is twenty thousand plus twenty thousand, it does not give you a total of thirty thousand. That total should be forty thousand and then if you add a thousand to that, the grand total should be forty one thousand, but then if you look at the total columns at the bottom, the ten plus ... the twenty plus the ten gives you forty one, it does not give you forty.So again there is a ...[intervenes]  
CHAIRPERSON:  You say there is a discrepancy with the numbers, with the figures.
MR SINGH:  Mr Chair, that is correct. 
CHAIRPERSON:  Yes, yes but other than that you admit the trip and, but you say you paid for it yourself.  
MR SINGH:  That is correct Mr Chair, but the reason why I raised this issue with the discrepancy on the invoice is because it is used to justify a deposit or deposits or EFT’s that have been made and can be proved.  
CHAIRPERSON:  Yes.  
MR SINGH:  Yes, the substance of this invoice does not make sense. 
CHAIRPERSON:  Yes, ja.  Okay. 
MR SINGH:  I think that is all I want to note.  
CHAIRPERSON:  Okay, no that is fine.  Then continue Mr Seleka. 
ADV SELEKA SC:  Thank you Chair.  Chair, if we mayagain go to the Transnet, 5(B).  Page 427. 
MR SINGH:  Sorry, sorry one second.  
ADV SELEKA SC:  Page 427, paragraph 1.13.5.  Which seems to correlate with Ms Sullivan’s affidavit, paragraph 22.4. 
CHAIRPERSON:  Mr Seleka, can I disturb you and ask something else?  I do not want to forget.  
ADV SELEKA SC:  Yes, Chair. 
CHAIRPERSON:  And I am remember that because I am going to ask that here.  team works on my bundle toindicate, indicate a paragraph what Mr Singh’s response was, where he says I admit that this trip did happen ...[intervenes]  
ADV SELEKA SC:  I see. 
CHAIRPERSON:  On that date.  From there, there and back, but I made ... I requested the 15 t h, I did not send the driver or I am not sure, I sent a driver, but I made a payment.  In regards to each paragraph I would like something like that.  
ADV SELEKA SC:  Yes, Chair. 
CHAIRPERSON:  But precisely because I now wanted to ask you to make sure the team can do that, I remembered that there is homework that your team was supposed to do in regard to Eskom.  That document relating to Mr Tsotsi and Ms Lynne Brown about the composition of the variouscommittees.You will recall that some time back ...[intervenes]  
ADV SELEKA SC:   Yes. 
CHAIRPERSON:  I had asked that your team should work on that and produce a document.  
ADV SELEKA SC:  Correct.  
CHAIRPERSON:  Initially the document that has been produced was not correct.  I said it should be redone.  
ADV SELEKA SC:  Correct.  
CHAIRPERSON:  And last time we talked about it, I saidyour team must give me the document.  I have not received this.  Now I did not want to forget that because it is important.  So ...[intervenes]  
ADV SELEKA SC:   Yes.  
CHAIRPERSON:  If you can make sure that I get that not later than tomorrow.  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Ja, that one but in regard to this one, this is the request I am making. 
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  Okay.   
ADV SELEKA SC:  That is right Chair.  
CHAIRPERSON:  Okay, alright.  So you can continue.  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  So I am hoping I can get this one notlater than Monday. 
ADV SELEKA SC:  Yes.  I, yes we should be able to provide it. 
CHAIRPERSON:  Ja, okay. 
ADV SELEKA SC:  I will do it myself, Chair.  
CHAIRPERSON:  Okay.  Okay.  I disturbed you while you were on something, so ...[intervenes]  
ADV SELEKA SC:  Yes, no but I am fine.  
CHAIRPERSON:  Yes.  
ADV SELEKA SC:  Mr Singh, that is Eskom, Transnet 5(B),page 427 paragraph 1.13.5.  Which I said seems to correspond with Ms Suleiman’s paragraph 24, 22.4.  So this relates to return trip to Dubai between 23 February 15 and 1 March 2015.  So I think is that one of the discrepancies you were trying to point out in the invoice or the air ticket, that it has a date of 1 March? 
MR SINGH:  That is correct.  
ADV SELEKA SC:  So it seems to be here.  
MR SINGH:  I agree.
ADV SELEKA SC:  Okay, thank you.  The following individuals were in Dubai during the same period and the names are there Chairperson.  Some of them are difficult to pronounce. 
CHAIRPERSON:  Tell me which one are difficult topronounce, I will ...[intervenes]  
ADV SELEKA SC:  Can I read the ones which are familiar?  Mr Salim Essa is also there. 
CHAIRPERSON:  Well, tell me when you are stuck. 
ADV SELEKA SC:  Okay. 
CHAIRPERSON:  I will come to your aid.  
ADV SELEKA SC:  Thank you, Chair.  So there is Akash Garg, Ashok Narayan, Sanjay Grover, Vivian Keith Oates.  Mr Singh, may I paused there.  We have not asked you whether you knew this people or you know them.  Do youknow these people?  You do not know Akash Garg? 
CHAIRPERSON:  Okay. 
ADV SELEKA SC:  Do you know Akash, Mr Akash Garg? 
MR SINGH:  No sir.  
ADV SELEKA SC:  Ashok Narayan? 
MR SINGH:  No sir.  
ADV SELEKA SC:  Sanjay Grover? 
MR SINGH:  No sir.  
ADV SELEKA SC:  Vivian Keith Oates? 
MR SINGH:  I do sir. 
ADV SELEKA SC:  You do.  How do you know him? 
MR SINGH:  If it is indeed the same Vivian Keith Oates that I know, then it would be, he was the head of internal audit at Eskom, I mean at Transnet. 
CHAIRPERSON:  At Transnet?
MR SINGH:  Yes, on behalf of Ernest Nyambo. 
ADV SELEKA SC:  On behalf of Ernest Nyambo? 
MR SINGH:  That is correct.  
ADV SELEKA SC:  Shamim Shaik? 
MR SINGH:  No. 
ADV SELEKA SC:  You do not know.  Is that Mogammed Rafique Bagus? 
MR SINGH:  No. 
ADV SELEKA SC:  Rajesh Kumar Gupta? 
MR SINGH:  Mr Chair, as I testified before I know MrGupta. 
ADV SELEKA SC:  You know Mr Gupta.  Mr Rajesh Gupta. 
MR SINGH:  Yes.  
ADV SELEKA SC:  Riaz Zaloojee? 
MR SINGH:  No. 
ADV SELEKA SC:  Michael Andrew Thomas Hulley? 
MR SINGH:  No. 
ADV SELEKA SC:  Abraham Stephanus Burger? 
MR SINGH:  No. 
ADV SELEKA SC:  Salim Aziz Essa?  
MR SINGH:  As I have testified I have met him once or twice.  
ADV SELEKA SC:  So the answer is yes? 
MR SINGH:  Yes.  
ADV SELEKA SC:  Stefan Nel?
MR KOKO:  No.  
ADV SELEKA SC:  Zwelakhe Nhlanganiso ...[intervenes]  
CHAIRPERSON:  Nhlanganiso. 
MR SINGH:  No sir.   
ADV SELEKA SC:  You do not know him? 
MR SINGH:  No. 
ADV SELEKA SC:  Hamza Farooqui? 
MR SINGH:  No sir.  
ADV SELEKA SC:  Michael Rodenburg? 
MR SINGH:  No sir. 
ADV SELEKA SC:  Patrick Makhubedu? 
MR SINGH:  No sir.  
ADV SELEKA SC:  Kim Valerie Davids? 
MR SINGH:  If it is indeed Ms Brown’s PA, then I have met her in her official capacity. 
ADV SELEKA SC:  So the answer is yes? 
MR SINGH:  Yes.  
ADV SELEKA SC:  Now there is a Lynette Brown.  I do not know whether that is Lenelle or Lynette Brown.  Could that be the minister?  Do you know?
CHAIRPERSON:  He might not be able ...[intervenes]  
MR SINGH:  If this refers to the minister then I know the minister, but if it is not the minister, then I do not know who this is.  
ADV SELEKA SC:  And Maboikanyo Imogen Mashazi?  
MR SINGH:  No sir.  
ADV SELEKA SC:  No? 
MR SINGH:  No. 
ADV SELEKA SC:  Well, they say they were in Dubai at the same time as you.  Your affidavit is on page 481.  I mean on page 481 you answer, you provide information in response.  At paragraph 1.13.5 return trip to Dubai, 23 
February 2015 to 1 March 2015.  Paragraph 58 you say:“I confirm that I travelled, returned to Dubai on the dates set out above.”
MR SINGH:  Sorry sir, where are you?  Page?   
ADV SELEKA SC:  481. 
MR SINGH:  481. 
ADV SELEKA SC:  Of the same bundle.  
MR SINGH:  Paragraph? 
ADV SELEKA SC:  58. 
MR SINGH:  58. 
ADV SELEKA SC:  I have read 58, you confirm the dates.  
59 you say:“I have no knowledge whether the individualslisted in this paragraph were in Dubai during the period mentioned since I have not been provided with any proof thereof.” 
CHAIRPERSON:  Mr Seleka, let me complete what I would like to be done to make my job easier.
ADV SELEKA SC:  Yes.  
ADV SELEKA SC:  I need a document that will link what the paragraphs in Ms Suleiman’s affidavit link it with the questions in the directive.  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Link it with the answers of Mr Singh’s affidavit.  So that one can see they are the same. 
ADV SELEKA SC:  Correct. 
CHAIRPERSON:  Ja.  
ADV SELEKA SC:  And his answers. 
CHAIRPERSON:  Ja, and his answers, yes.  
ADV SELEKA SC:  Ja.   
CHAIRPERSON:  Okay, alright.  So now this answer at paragraph 58 and 59, paragraphs 58 and 59 relates to what paragraph in Ms Suleiman’s affidavit? 
ADV SELEKA SC:  22.4.  
CHAIRPERSON:  22.4. 
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Okay.  Alright, thank you.  So that trip Mr Singh which you have admitted, was it a Transnet businesstrip or was it a personal trip?   
MR SINGH:  The one ...[intervenes]  
CHAIRPERSON:  The one you, the one dealt with in paragraph 22.4 of Ms Suleiman’s affidavit, that you deal with in the paragraph that we have just looked at in youraffidavit, namely paragraph 58 and 59. 
MR SINGH:  Mr Chair, they are personal. 
CHAIRPERSON:   Personal? 
MR SINGH:  Yes.  
CHAIRPERSON:  Okay, alright.  I am not sure whether we asked him in regard to each of the trips because it becomes important to know whether it was personal ...[intervenes]  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Or business because his affidavit doesnot always indicate whether it was personal or business. 
ADV SELEKA SC:  Correct Chair.  We know Mr Singh, you have at least identified one which is the first one of 8 June 14, as according to your recollection is a, well I think  it is two.  
MR SINGH:  No Mr Chair, if you look at, let us make it easy.  
CHAIRPERSON:  Yes.  
MR SINGH:  Of all the flights that I covered by Ms Suleiman, they all [indistinct] and we come to the one...[intervenes]  
ADV SELEKA SC:  Oh, yes.  
MR SINGH:  Private trips.  
CHAIRPERSON:  Okay, okay. 
MR SINGH:  The one that we have a little bit of acontention with is the first one.  
CHAIRPERSON:  Yes, okay. 
MR SINGH:  Which I am saying she records it. 
CHAIRPERSON:  Ja.  
MR SINGH:  But I am saying I have a different version as to how they happened. 
CHAIRPERSON:  Ja, okay.  No, that helps.  Then we know that accept that one, your version is all the others which you admit were private.  
MR SINGH:  Yes.  Mr Chair, your issue comes in when youare looking at the [indistinct]. 
CHAIRPERSON:  Yes, okay. 
MR SINGH:  There is a mixture there.  
CHAIRPERSON:  Okay, okay, okay.  No, that is fine.  
ADV SELEKA SC:  So at least the ones in this affidavit, except for one, are private, personal. 
MR SINGH:  That is correct. 
CHAIRPERSON:  Ja, ja.  Let us complete what we need to ask him about paragraph 32.4.  Then let us take an adjournment, a ten minutes adjournment.  We will take theten minutes adjournment and then when we come back, we I will hear what is going to happen about the evening session from the work team concerned and ...[intervenes]  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Lawyers involved.  So we will interpose.
ADV SELEKA SC:  Yes, Chair.  
CHAIRPERSON:  And then depending on what I am told, we will take it from there.  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Okay.  You still want to, do you still have questions on that paragraph? 
ADV SELEKA SC:  Ja.  
CHAIRPERSON:  Okay. 
ADV SELEKA SC:  No, Mr Singh have we, you are accepting everything there with the payments as well?
CHAIRPERSON:  Well, not everything.  He does not accept the issue of a driver but says he is not sure whether he would have sent a driver.  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  But he says in the end the payment came from him.  Is that right Mr Singh? 
MR SINGH:  That is correct Mr Chair.  
CHAIRPERSON:  Ja.  
ADV SELEKA SC:  And the amount, R31 000-00? 
MR SINGH:  Mr Chair, I ...[intervenes] 
CHAIRPERSON:  You have commented ...[intervenes]  
MR SINGH:  I have commented on that, in terms of the discrepancy ...[intervenes] 
CHAIRPERSON:  Ja, ja.   
ADV SELEKA SC:  Okay, but your recollection of what youpaid? 
MR SINGH:  Mr Chair, I do not as I said I do not have a recollection of the exact amounts like ...[intervenes]  
ADV SELEKA SC:  Okay. 
CHAIRPERSON:  Ja.  
ADV SELEKA SC:  Okay. 
MR SINGH:  But the issue of the invoice ...[intervenes]  
CHAIRPERSON:  Ja.  
MR SINGH:  Discrepancy ...[intervenes]  
CHAIRPERSON:  Ja.
MR SINGH:  Linking to the deposit in the bank statement is obviously a concern. 
CHAIRPERSON:   Ja, ja.   
ADV SELEKA SC:  So ja, or so the substance of the allegations ...[intervenes]  
CHAIRPERSON:  Ja, I think except for the issue of the driver and the issue of the discrepancy in the amount, the invoice in substance he accepts.  
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Ja.  Chair, it may be an opportune time to...[intervenes] 
CHAIRPERSON:Ja, let us take a ten minutes adjournment, then we adjourn.  Thank you. 
INQUIRY RESUMES:
CHAIRPERSON:  We are just interposing at this stage for me to be informed what the state of affairs is with regard to the evening session that was planned.  I was going to hear Ms Norma Gigaba’s evidence.  Mr Myburgh, do you want to tell me anything? 
ADV MYBURGH SC:  Yes, thank you Chairperson.  We did during the course of the morning receive a letter from Ms Gigaba’s attorneys advising that she withdraws from her participation in the commission.  Ms Gigaba’s attorney is here. She has a copy of the letter.  Might I suggest that she be allowed to address you and hand up the letter formally? 
CHAIRPERSON:  Yes, okay alright.  If you can do it, if your mic is working, you can do it from where you are.  That is fine.  Just make sure your mic is working or otherwise they can sanitise the podium and then you can ...[intervenes]  
ADV MAKHATHINI SC:  I think it is working Chair.  
CHAIRPERSON:  Oh, okay alright.  
ADV MAKHATHINI SC:  Yes. 
CHAIRPERSON:  I think you can just start by placing yourself on record and then you can tell me what you need to tell me.  
ADV MAKHATHINI SC:  Okay.  The full name Gcwalisile Makhathini from RNT Attorneys.  
CHAIRPERSON:  Yes.  
ADV GCWALISILE MAKHATHINI: I represent Ms Norma Gigaba. 
CHAIRPERSON:  Yes.  
ADV GCWALISILE MAKHATHINI:  Okay.  We received Chair, instructions Chair last night that Ms Gigaba would like to withdraw her participation from the commission and I this morning addressed the letter to the commission, advising truth to that effect.  
CHAIRPERSON:  Yes.  Would you like to read that letterinto the record? 
ADV GCWALISILE MAKHATHINI:  Yes, Chair.  Okay:“To the secretary of the commission.  As advised by the commission on Friday, 9 April 21 that our client Ms Norma Mngoma was scheduled to give evidence before the commission today, the 13 t h April 2021.  Two, this letter serves to inform the commission that as of late yesterday we received instructions from our client informing us of one, herpersonal concerns with how various aspect regarding her proposed appearance at the commission has been handled or allegedly mishandled by the commission and two, her decision to therefore withdraw herparticipation in the work of the commission.  We are further instructed to inform the commission accordingly of the above as we hereby do.” 
CHAIRPERSON:  Okay.  Is there anything you are able to tell me other than what is in the letter about her decision? 
ADV GCWALISILE MAKHATHINI:  There is nothing Chair, I have not yet even had an opportunity to consult in detail ...[intervenes]  
CHAIRPERSON:  Yes.
ADV GCWALISILE MAKHATHINI:  Other than what she discussed with me before writing this letter. 
CHAIRPERSON:  Okay, okay. 
ADV GCWALISILE MAKHATHINI:  Thank you Chair.  
CHAIRPERSON:  Thank you.  Mr Myburgh, what do you say about this situation? 
ADV MYBURGH SC:  Well, we are not apprised of precisely the detail of Ms Gigaba’s facts in relation to the commission, obviously those are things that can be addressed in the course of her evidence.  What we wouldlike to place on record for present purposes, is the letter came as something of a surprise to us, because Ms Gigaba was schedule to give evidence remotely from Cape Town on Friday afternoon.The next thing that we learnt of was this letter, andI think precious little could have happened between Friday afternoon and Tuesday morning.  But that we can deal with in time.  What we propose to do is then to issue a summons, so that Ms Gigaba is compelled to come and give evidence before you. She of course then will be at liberty to detail whatever her concerns are.  
CHAIRPERSON:  Yes.  
ADV MYBURGH SC:  We understand that it is obviously difficult for you to schedule her evidence immediately as ofnow, but we just do point out that obviously for the purpose of the summons, the sooner we get a date the better because then we can issue the summons. 
CHAIRPERSON:  Ja, okay. 
ADV MYBURGH SC:  And I think it will probably be in the interest of everyone that her evidence be heard sooner than later.  
CHAIRPERSON:  Yes.  
ADV MYBURGH SC:  You also know DCJ, that Mr Gigaba himself has brought an application during the first instanceto suppress the evidence of Ms Gigaba.  So when the matter is set down again, it may be most practical that Mr Gigaba’s application is then heard before Ms Gigaba gives evidence.  
CHAIRPERSON:  Yes.  No, that is fine.  It is surprising thatshe made this decision.  She was scheduled to give evidence on, I think Friday.  She, we were told I was told she was ready to do so via Zoom for, actually from Cape Town. Then I adjourned the hearing of her evidence to this afternoon or evening.  So I wonder what it is that could have happened in the meantime, but it seems to me that you are right in saying that she should give evidence and if she has anything to say, she will say it after the summons has been issued, and when she hears in response to thesummons. So I do authorise that a summons be issued against her.  I will give a date to the legal team to insert in the summons as to when she must appear before the commission.  So yes, and then with regard to Mr Gigaba’s application that will be set down for hearing before the commencement of Ms Gigaba’s evidence, on the day that she will be required to give evidence. So let us leave it at that, and we will take it from there. 
ADV MYBURGH SC:  Thank you Chairperson.  May we be excused? 
CHAIRPERSON:  You are excused.  
ADV MYBURGH SC:  Thank you. 
CHAIRPERSON:  Thank you.  Okay, then we can resumewith Mr Singh’s evidence.  Have you had a chance to sanitise properly?   
ADV SELEKA SC:  Ja.  
CHAIRPERSON:  Okay, alright.  
ADV SELEKA SC:  Our helper ...[intervenes]  
CHAIRPERSON:  Did they go on strike?  Okay, alright.  
ADV SELEKA SC:  Thank you Chair.  
CHAIRPERSON:  We have an understanding that we will try and finish or adjourn at about quarter to six.  
ADV SELEKA SC:  Yes. 
CHAIRPERSON:  Ja.  So Mr Singh, we unfortunately will not be able to finish again today, because we could have gone beyond, but everybody thought we would have finished earlier which has not happened, and your counsel had other commitments and we need to accommodate that and another day will be arranged for you to finish. 
MR SINGH:   Right. 
CHAIRPERSON:  Let us continue.  
ADV SELEKA SC:  Mr Singh, back to Eskom Bundle 18.  18(B) page 1565.5, paragraph 25.5.  Are you there?  “A booking was requested for Mr Singh to fly from Johannesburg on 11 June 2015 to Dubai and back to Johannesburg on 15 June 2015.  I cannot recall who requested the booking.  Mr Singh was issued with ticket number9242812055, see SS17.  The total cost was R30 075-00 which was charged to Mr Singh’s account, see SS18.  From my recollection ...” 
CHAIRPERSON:  To Mr Essa’s account.  You said Singh. 
ADV SELEKA SC:  Oh, sorry.  I beg your pardon. 
CHAIRPERSON:  To Mr Essa’s account.  
ADV SELEKA SC:  “To Mr Essa’s account, see SS18.  From my recollection I received a call from Mr Singh who informed me that a driver would be dropping off cash to settle the account.  As perMr Singh’s advice a driver dropped off the cash on 13 June 2015.  I attach hereto the receipt issues, dated 13 June 2015, see SS19.  The cash was deposited on 17 June 2015, along with other cash on hand, see SS19.1.”Mr Singh, again do you confirm the trip allegedly requested by yourself from Johannesburg to Dubai and back from Dubai to Johannesburg on the dates mentioned, 11 June 2015 to 15 June 2015? 
MR SINGH:  Mr Chair, I do confirm. 
CHAIRPERSON:  Yes.  
ADV SELEKA SC:  You confirm making the request for that trip? 
MR SINGH:  I do sir.  
ADV SELEKA SC:  With Travel Excellence?
MR SINGH:  That is correct.  
ADV SELEKA SC:  And ...[intervenes]  
CHAIRPERSON:  The driver? 
MR SINGH:  No Mr Chair.  
CHAIRPERSON:  You, is it a definite no or you cannot recall sending a driver? MR 
SINGH:Mr Chair, it is similar to the other ...[intervenes]  
CHAIRPERSON:  Okay.   
MR SINGH:  There is no recollection.  
CHAIRPERSON:  The last time I think you said you do not recall having sent a driver, but you know that payment came from you? 
MR SINGH:  That is correct. 
CHAIRPERSON:  Okay. 
ADV SELEKA SC:  The same as ...[intervenes]  
CHAIRPERSON:  The same as here.  
ADV SELEKA SC:  The same as here.  
CHAIRPERSON:  I guess unless there is an issue about discrepancy we can move to the next booking.
MR SINGH:  Mr Chair, at SS18 ...[intervenes]  
CHAIRPERSON:  Ja.  
MR SINGH:  Which is on 1565.29.   
CHAIRPERSON:  Yes.  
MR SINGH:  You find the same discrepancy Mr Chair interms of the invoice.  
CHAIRPERSON:  Yes.  
MR SINGH:  In terms of the air fare and the airport taxes do not add up to the total.   
ADV SELEKA SC:  Mr Singh, can I ask you this?  In so far as you confirm the your request, the trips made, the dates are correct, the destinations is correct.  Were you invoiced by Travel Excellence? 
MR SINGH:  To my recollection, yes.  
ADV SELEKA SC:  Where are those invoices?
MR SINGH:  I do not have them. 
ADV SELEKA SC:  Why? 
CHAIRPERSON:  There are no invoices? 
MR SINGH:  I do not recall.  I do not have record.  
CHAIRPERSON:  But you say you do recall that you were sent invoices? 
MR SINGH:  Yes.  
CHAIRPERSON:  Ja, in regard to some ...[intervenes]  
MR SINGH:  I would have thought all of them Mr Chair, but I do not recall them.
CHAIRPERSON:  Ja, okay. 
MR SINGH:  In detail. 
CHAIRPERSON:  Okay.  Well, you know Mr Seleka, maybe Mr Singh could identify in regard to the next paragraph or is it only two left, two or three.
ADV SELEKA SC:  Yes.  
CHAIRPERSON:  Okay, alright.  Whether the, his answer in regard to this one is the same for the rest, because then it was going to be quicker but if it is only two left, then ja.   
ADV SELEKA SC:  We can do the same. 
CHAIRPERSON:  You can just go through each one of them.  
ADV SELEKA SC:  Yes.  So does it mean we will not be able to obtain the invoices from you? 
MR SINGH:  No.
ADV SELEKA SC:  No.  Okay, you can then ...[intervenes]  
CHAIRPERSON:  Plus proof of payment.  Or receipts from you.  You cannot provide that, but you say to the extent that you may have paid by EFT, that should be reflected in the bank records, but you do not have access to those. That is what you have said.  If the commission is able to get those, you expect that those records will s how the payments? 
MR SINGH:  Mr Chair, we said that we will consult with counsel.
CHAIRPERSON:  Oh, okay.  No, no that is fine.  That is fine.  Of course from the commission’s side, it can ask for bank records in regard to Travel Excellence in terms of what payments were given there. 
MR SINGH:  Yes. 
CHAIRPERSON:  Which can be identified whether they reflect what Ms Suleiman says here.  Okay, alright.  Okay.  
ADV SELEKA SC:  Now Chair, then we need to go to the Transnet bundle because ...[intervenes]  
CHAIRPERSON:  Ja.  
ADV SELEKA SC:  There is a correlation. 
CHAIRPERSON:  Ja, that is fine.  
ADV SELEKA SC:  Transnet Bundle 5(B) page 427, paragraph 1.13.7.  That is the last paragraph on the page, page 427 Mr Singh.  This relates to return trip to Dubai, 11June 2015 to 15 June 2015.  You shared a flight to Dubai with Mr Ashok Narayan on EK764.The following individuals were in Dubai during the same period. Still Narayan ...[indistinct] Mr Singh, you said you what did you say about Mr Ashok Narayan, whether or not you know him? 
MR SINGH:  I said I did not. 
ADV SELEKA SC:   You do not.  
MR SINGH:  And then there is Suan Dijon.   
MR SINGH:  Do you need me to confirm each one of theseagain? 
ADV SELEKA SC:  Ja, whether or not you know. 
MR SINGH:  No, I do not.  
ADV SELEKA SC:  Mark Henry Juan Paul Verasat? 
MR SINGH:  No, I do not. 
ADV SELEKA SC:  Zitholele Nyangana Absalom Sindi? 
MR SINGH:  No, I do not.  
ADV SELEKA SC:  Sarushni Pillay? 
MR SINGH:  No, I do not.  
ADV SELEKA SC:  Attie Gupta? 
MR SINGH:  I do. 
ADV SELEKA SC:   You do know her.  How do you know, is it a mister or miss?  
MR SINGH:  It is a Mrs. 
ADV SELEKA SC:  Okay, how do you know her?
MR SINGH:  I think she is the wife to Mr Rajesh Gupta. 
ADV SELEKA SC:  Rajesh Gupta, the next person? 
MR SINGH:  Ja. 
ADV SELEKA SC:  Okay, so you know both of them.  Zakiya Ghardia? 
MR SINGH:  No sir.  
ADV SELEKA SC:  Salim Aziz Essa? 
MR SINGH:  Yes sir.  
ADV SELEKA SC:  It is pronounced that way, Sanyif Kumar.
MR SINGH:  [indistinct] 
